main_category,brand,price_range,total_views,purchase_count,features,product_id
kids,larktale,0-500,6,0,kids larktale 0-500,1642
kids,llorens,0-500,278,3,kids llorens 0-500,1643
kids,lonex,0-500,8,0,kids lonex 0-500,1644
kids,longway,0-500,163,0,kids longway 0-500,1645
kids,lorelli,0-500,379,3,kids lorelli 0-500,1646
kids,lorelli-bertoni,0-500,12,0,kids lorelli-bertoni 0-500,1647
kids,lovular,0-500,1,0,kids lovular 0-500,1648
kids,maclaren,0-500,3,0,kids maclaren 0-500,1649
kids,maclaren,500-1k,1,0,kids maclaren 500-1k,1650
kids,maidou,0-500,1,0,kids maidou 0-500,1651
kids,maisto,0-500,15,0,kids maisto 0-500,1652
kids,manuoki,0-500,24,1,kids manuoki 0-500,1653
kids,maomaoku,0-500,135,3,kids maomaoku 0-500,1654
kids,mattel,0-500,8,0,kids mattel 0-500,1655
kids,maxi,0-500,11,0,kids maxi 0-500,1656
kids,maxi-cosi,0-500,3,0,kids maxi-cosi 0-500,1657
kids,merries,0-500,58,3,kids merries 0-500,1658
kids,micmax,0-500,69,1,kids micmax 0-500,1659
kids,micro,0-500,7,0,kids micro 0-500,1660
kids,mima,1k-5k,10,0,kids mima 1k-5k,1661
kids,mima,500-1k,4,0,kids mima 500-1k,1662
kids,minimotors,1k-5k,15,0,kids minimotors 1k-5k,1663
kids,molfix,0-500,3,0,kids molfix 0-500,1664
kids,monchhichi,0-500,3,0,kids monchhichi 0-500,1665
kids,moon,0-500,6,0,kids moon 0-500,1666
kids,moon,500-1k,7,0,kids moon 500-1k,1667
kids,moony,0-500,7,0,kids moony 0-500,1668
kids,mz,0-500,30,0,kids mz 0-500,1669
kids,nella,0-500,2,0,kids nella 0-500,1670
kids,next,0-500,14,0,kids next 0-500,1671
kids,nici,0-500,7,0,kids nici 0-500,1672
kids,niio,0-500,87,1,kids niio 0-500,1673
kids,ninebot,0-500,5,0,kids ninebot 0-500,1674
kids,ninebot,500-1k,22,0,kids ninebot 500-1k,1675
kids,nuna,0-500,33,0,kids nuna 0-500,1676
kids,obi,500-1k,10,0,kids obi 500-1k,1677
kids,omnio,0-500,1,0,kids omnio 0-500,1678
kids,orange,0-500,88,0,kids orange 0-500,1679
kids,osann,0-500,9,0,kids osann 0-500,1680
kids,pampers,0-500,71,1,kids pampers 0-500,1681
kids,parklon,0-500,10,0,kids parklon 0-500,1682
kids,parrot,0-500,11,0,kids parrot 0-500,1683
kids,peg-perego,0-500,14,0,kids peg-perego 0-500,1684
kids,phoenix,0-500,20,0,kids phoenix 0-500,1685
kids,pituso,0-500,115,2,kids pituso 0-500,1686
kids,playgro,0-500,7,0,kids playgro 0-500,1687
kids,playlab,0-500,2,0,kids playlab 0-500,1688
kids,quinny,0-500,4,0,kids quinny 0-500,1689
kids,quinny,500-1k,5,0,kids quinny 500-1k,1690
kids,rant,0-500,167,6,kids rant 0-500,1691
kids,rastar,0-500,111,0,kids rastar 0-500,1692
kids,redford,0-500,16,0,kids redford 0-500,1693
kids,riko,0-500,7,0,kids riko 0-500,1694
kids,riko,500-1k,5,0,kids riko 500-1k,1695
kids,roxy,0-500,1,0,kids roxy 0-500,1696
kids,rubiks,0-500,6,0,kids rubiks 0-500,1697
kids,ruixinlang,0-500,11,0,kids ruixinlang 0-500,1698
kids,rw,0-500,2,0,kids rw 0-500,1699
kids,sachiko,0-500,4,0,kids sachiko 0-500,1700
kids,sariel,0-500,14,0,kids sariel 0-500,1701
kids,schreuders,0-500,16,0,kids schreuders 0-500,1702
kids,scooter,0-500,3,0,kids scooter 0-500,1703
kids,scruff-a-luvs,0-500,2,0,kids scruff-a-luvs 0-500,1704
kids,seed,500-1k,1,0,kids seed 500-1k,1705
kids,segway,0-500,14,0,kids segway 0-500,1706
kids,segway,500-1k,15,0,kids segway 500-1k,1707
kids,silverlit,0-500,20,0,kids silverlit 0-500,1708
kids,simba,0-500,30,0,kids simba 0-500,1709
kids,skytech,0-500,26,0,kids skytech 0-500,1710
kids,slaro,500-1k,5,0,kids slaro 500-1k,1711
kids,slider,0-500,5,0,kids slider 0-500,1712
kids,softoy,0-500,4,0,kids softoy 0-500,1713
kids,stiga,0-500,25,0,kids stiga 0-500,1714
kids,stokke,0-500,1,0,kids stokke 0-500,1715
kids,stokke,1k-5k,6,0,kids stokke 1k-5k,1716
kids,sunbody,0-500,9,0,kids sunbody 0-500,1717
kids,suncolor,0-500,20,0,kids suncolor 0-500,1718
kids,sweety,0-500,21,0,kids sweety 0-500,1719
kids,syma,0-500,5,0,kids syma 0-500,1720
kids,tako,500-1k,4,0,kids tako 500-1k,1721
kids,teknum,0-500,41,0,kids teknum 0-500,1722
kids,thule,500-1k,3,0,kids thule 500-1k,1723
kids,torrent,0-500,7,0,kids torrent 0-500,1724
kids,tutis,0-500,20,0,kids tutis 0-500,1725
kids,tutis,500-1k,1,0,kids tutis 500-1k,1726
kids,ty,0-500,28,0,kids ty 0-500,1727
kids,unknown,0-500,1611,14,kids unknown 0-500,1728
kids,unknown,1k-5k,3,0,kids unknown 1k-5k,1729
kids,unknown,500-1k,7,0,kids unknown 500-1k,1730
kids,unknown,unknown,13,0,kids unknown unknown,1731
kids,verdi,0-500,1,0,kids verdi 0-500,1732
kids,vokul,0-500,10,0,kids vokul 0-500,1733
kids,vulli,0-500,4,0,kids vulli 0-500,1734
kids,wangfeng,0-500,2,0,kids wangfeng 0-500,1735
kids,weina,0-500,2,0,kids weina 0-500,1736
kids,wincars,0-500,1,0,kids wincars 0-500,1737
kids,wingoffly,0-500,456,6,kids wingoffly 0-500,1738
kids,woddon,0-500,6,0,kids woddon 0-500,1739
kids,wowwee,0-500,10,0,kids wowwee 0-500,1740
kids,wster,0-500,2,0,kids wster 0-500,1741
kids,x-game,0-500,18,0,kids x-game 0-500,1742
kids,xiaomi,0-500,283,3,kids xiaomi 0-500,1743
kids,xiaomi,500-1k,78,0,kids xiaomi 500-1k,1744
kids,xieming,0-500,3,0,kids xieming 0-500,1745
kids,yoya,0-500,32,0,kids yoya 0-500,1746
kids,zazu,0-500,1,0,kids zazu 0-500,1747
kids,zegan,0-500,2,0,kids zegan 0-500,1748
kids,zinc,0-500,6,0,kids zinc 0-500,1749
medicine,omron,0-500,256,10,medicine omron 0-500,1750
medicine,unknown,0-500,25,0,medicine unknown 0-500,1751
sport,altair,0-500,30,0,sport altair 0-500,1752
sport,anon,0-500,45,0,sport anon 0-500,1753
sport,ansmann,0-500,3,0,sport ansmann 0-500,1754
sport,atomic,0-500,2,0,sport atomic 0-500,1755
sport,author,0-500,26,0,sport author 0-500,1756
sport,author,500-1k,9,0,sport author 500-1k,1757
sport,axis,0-500,399,4,sport axis 0-500,1758
sport,babolat,0-500,2,0,sport babolat 0-500,1759
sport,bafang,1k-5k,51,0,sport bafang 1k-5k,1760
sport,bentley,0-500,3,0,sport bentley 0-500,1761
sport,biwec,0-500,20,0,sport biwec 0-500,1762
sport,biwec,1k-5k,2,0,sport biwec 1k-5k,1763
sport,bmw,0-500,10,0,sport bmw 0-500,1764
sport,burton,0-500,11,0,sport burton 0-500,1765
sport,cannondale,0-500,7,0,sport cannondale 0-500,1766
sport,cannondale,1k-5k,2,0,sport cannondale 1k-5k,1767
sport,cannondale,500-1k,6,0,sport cannondale 500-1k,1768
sport,centurion,0-500,3,0,sport centurion 0-500,1769
sport,cliff,0-500,5,0,sport cliff 0-500,1770
sport,cobra,1k-5k,1,0,sport cobra 1k-5k,1771
sport,cobra,500-1k,3,0,sport cobra 500-1k,1772
sport,cube,0-500,1,0,sport cube 0-500,1773
sport,cube,1k-5k,21,0,sport cube 1k-5k,1774
sport,cube,500-1k,27,0,sport cube 500-1k,1775
sport,dahon,0-500,11,0,sport dahon 0-500,1776
sport,dk,0-500,44,2,sport dk 0-500,1777
sport,dk,500-1k,3,0,sport dk 500-1k,1778
sport,elan,0-500,22,0,sport elan 0-500,1779
sport,elan,500-1k,5,0,sport elan 500-1k,1780
sport,eltreco,500-1k,8,1,sport eltreco 500-1k,1781
sport,fenix,0-500,11,0,sport fenix 0-500,1782
sport,fitlux,1k-5k,19,0,sport fitlux 1k-5k,1783
sport,fitlux,500-1k,11,1,sport fitlux 500-1k,1784
sport,forward,0-500,45,0,sport forward 0-500,1785
sport,forward,500-1k,3,0,sport forward 500-1k,1786
sport,foxx,0-500,6,0,sport foxx 0-500,1787
sport,gf,0-500,23,0,sport gf 0-500,1788
sport,giant,0-500,73,1,sport giant 0-500,1789
sport,giant,1k-5k,169,0,sport giant 1k-5k,1790
sport,giant,500-1k,63,0,sport giant 500-1k,1791
sport,graffiti,0-500,13,0,sport graffiti 0-500,1792
sport,greenbike,1k-5k,6,0,sport greenbike 1k-5k,1793
sport,gt,0-500,12,0,sport gt 0-500,1794
sport,gt,1k-5k,1,0,sport gt 1k-5k,1795
sport,gt,500-1k,9,0,sport gt 500-1k,1796
sport,hanma,0-500,3,0,sport hanma 0-500,1797
sport,haro,0-500,104,1,sport haro 0-500,1798
sport,haro,500-1k,2,0,sport haro 500-1k,1799
sport,head,0-500,22,0,sport head 0-500,1800
sport,housefit,0-500,269,4,sport housefit 0-500,1801
sport,housefit,500-1k,24,0,sport housefit 500-1k,1802
sport,hycell,0-500,10,0,sport hycell 0-500,1803
sport,italtrike,0-500,2,0,sport italtrike 0-500,1804
sport,kettler,0-500,1,0,sport kettler 0-500,1805
sport,kink,0-500,18,0,sport kink 0-500,1806
sport,kona,0-500,2,0,sport kona 0-500,1807
sport,kona,1k-5k,2,0,sport kona 1k-5k,1808
sport,konlega,0-500,35,1,sport konlega 0-500,1809
sport,lamborghini,0-500,1,0,sport lamborghini 0-500,1810
sport,lg,0-500,2,0,sport lg 0-500,1811
sport,lg,500-1k,9,0,sport lg 500-1k,1812
sport,liv,0-500,13,0,sport liv 0-500,1813
sport,lorelli,0-500,3,0,sport lorelli 0-500,1814
sport,lux,0-500,14,0,sport lux 0-500,1815
sport,mars,0-500,13,0,sport mars 0-500,1816
sport,matrix,0-500,13,0,sport matrix 0-500,1817
sport,micio,0-500,6,0,sport micio 0-500,1818
sport,mongoose,0-500,1,0,sport mongoose 0-500,1819
sport,nitecore,0-500,7,0,sport nitecore 0-500,1820
sport,novatrack,0-500,1,0,sport novatrack 0-500,1821
sport,peruzzo,0-500,6,0,sport peruzzo 0-500,1822
sport,phoenix,0-500,308,2,sport phoenix 0-500,1823
sport,progress,0-500,6,0,sport progress 0-500,1824
sport,racer,0-500,36,0,sport racer 0-500,1825
sport,renegade,1k-5k,4,0,sport renegade 1k-5k,1826
sport,ride,0-500,16,0,sport ride 0-500,1827
sport,salomon,0-500,1,0,sport salomon 0-500,1828
sport,salomon,500-1k,1,0,sport salomon 500-1k,1829
sport,schwinn,500-1k,2,0,sport schwinn 500-1k,1830
sport,scool,0-500,14,0,sport scool 0-500,1831
sport,scott,0-500,7,0,sport scott 0-500,1832
sport,scott,1k-5k,13,0,sport scott 1k-5k,1833
sport,scott,500-1k,1,0,sport scott 500-1k,1834
sport,shua,1k-5k,4,0,sport shua 1k-5k,1835
sport,smartrike,0-500,13,0,sport smartrike 0-500,1836
sport,specialized,1k-5k,11,0,sport specialized 1k-5k,1837
sport,sportop,1k-5k,18,0,sport sportop 1k-5k,1838
sport,stark,0-500,6,0,sport stark 0-500,1839
sport,stark,500-1k,6,0,sport stark 500-1k,1840
sport,stels,0-500,54,0,sport stels 0-500,1841
sport,stinger,0-500,15,0,sport stinger 0-500,1842
sport,sunday,0-500,57,0,sport sunday 0-500,1843
sport,thule,0-500,25,0,sport thule 0-500,1844
sport,thule,500-1k,3,0,sport thule 500-1k,1845
sport,torrent,0-500,175,1,sport torrent 0-500,1846
sport,trek,0-500,17,0,sport trek 0-500,1847
sport,trek,1k-5k,3,0,sport trek 1k-5k,1848
sport,trek,500-1k,10,0,sport trek 500-1k,1849
sport,trinx,0-500,48,0,sport trinx 0-500,1850
sport,unknown,0-500,133,0,sport unknown 0-500,1851
sport,unknown,1k-5k,13,0,sport unknown 1k-5k,1852
sport,unknown,500-1k,2,0,sport unknown 500-1k,1853
sport,unknown,unknown,1,0,sport unknown unknown,1854
sport,wethepeople,0-500,25,0,sport wethepeople 0-500,1855
sport,wethepeople,500-1k,4,0,sport wethepeople 500-1k,1856
sport,wilson,0-500,1,0,sport wilson 0-500,1857
sport,xiaomi,500-1k,32,0,sport xiaomi 500-1k,1858
stationery,canon,0-500,12,0,stationery canon 0-500,1859
stationery,colorfix,0-500,1,0,stationery colorfix 0-500,1860
stationery,epson,0-500,19,1,stationery epson 0-500,1861
stationery,europrint,0-500,8,0,stationery europrint 0-500,1862
stationery,hp,0-500,31,1,stationery hp 0-500,1863
stationery,sakura,0-500,3,0,stationery sakura 0-500,1864
stationery,samsung,0-500,11,0,stationery samsung 0-500,1865
stationery,superfine,0-500,1,0,stationery superfine 0-500,1866
stationery,unknown,0-500,10,0,stationery unknown 0-500,1867
stationery,unknown,unknown,7,0,stationery unknown unknown,1868
unknown,a-case,0-500,115,2,unknown a-case 0-500,1869
unknown,a-derma,0-500,1,0,unknown a-derma 0-500,1870
unknown,a-mega,0-500,15,0,unknown a-mega 0-500,1871
unknown,abk,0-500,9,0,unknown abk 0-500,1872
unknown,academie,0-500,2,0,unknown academie 0-500,1873
unknown,acer,0-500,3,0,unknown acer 0-500,1874
unknown,achilles,0-500,14,0,unknown achilles 0-500,1875
unknown,acm,0-500,9,0,unknown acm 0-500,1876
unknown,acme,0-500,141,2,unknown acme 0-500,1877
unknown,activision,0-500,59,0,unknown activision 0-500,1878
unknown,acuvue,0-500,49,0,unknown acuvue 0-500,1879
unknown,adata,0-500,29,2,unknown adata 0-500,1880
unknown,addlink,0-500,2,0,unknown addlink 0-500,1881
unknown,adelline,0-500,9,0,unknown adelline 0-500,1882
unknown,adidas,0-500,48,1,unknown adidas 0-500,1883
unknown,adil,0-500,92,1,unknown adil 0-500,1884
unknown,adile,0-500,39,0,unknown adile 0-500,1885
unknown,advan,0-500,1,0,unknown advan 0-500,1886
unknown,advan,500-1k,8,0,unknown advan 500-1k,1887
unknown,aeolus,0-500,28,1,unknown aeolus 0-500,1888
unknown,aeolus,1k-5k,6,0,unknown aeolus 1k-5k,1889
unknown,aero,0-500,1,0,unknown aero 0-500,1890
unknown,aerocool,0-500,190,0,unknown aerocool 0-500,1891
unknown,aeroforce,0-500,675,10,unknown aeroforce 0-500,1892
unknown,afnan,0-500,53,0,unknown afnan 0-500,1893
unknown,agl,0-500,7,0,unknown agl 0-500,1894
unknown,agness,0-500,227,3,unknown agness 0-500,1895
unknown,air-cool,0-500,6,0,unknown air-cool 0-500,1896
unknown,airwheel,0-500,7,0,unknown airwheel 0-500,1897
unknown,airwheel,500-1k,1,0,unknown airwheel 500-1k,1898
unknown,aivengo,0-500,13,0,unknown aivengo 0-500,1899
unknown,ajmal,0-500,1,0,unknown ajmal 0-500,1900
unknown,akom,0-500,139,3,unknown akom 0-500,1901
unknown,alcasta,0-500,103,2,unknown alcasta 0-500,1902
unknown,alcon,0-500,51,0,unknown alcon 0-500,1903
unknown,alerana,0-500,17,0,unknown alerana 0-500,1904
unknown,alesis,0-500,154,1,unknown alesis 0-500,1905
unknown,alesis,500-1k,14,0,unknown alesis 500-1k,1906
unknown,alex,500-1k,2,0,unknown alex 500-1k,1907
unknown,alexandre.j,0-500,4,0,unknown alexandre.j 0-500,1908
unknown,alexika,0-500,5,0,unknown alexika 0-500,1909
unknown,algotherm,0-500,7,0,unknown algotherm 0-500,1910
unknown,alinex,0-500,3,0,unknown alinex 0-500,1911
unknown,alis,0-500,23,0,unknown alis 0-500,1912
unknown,allocacoc,0-500,1,0,unknown allocacoc 0-500,1913
unknown,allvega,0-500,8,0,unknown allvega 0-500,1914
unknown,almacom,0-500,15,0,unknown almacom 0-500,1915
unknown,alphaline,0-500,19,0,unknown alphaline 0-500,1916
unknown,alphard,0-500,30,0,unknown alphard 0-500,1917
unknown,alphard,500-1k,3,0,unknown alphard 500-1k,1918
unknown,alpika,0-500,11,0,unknown alpika 0-500,1919
unknown,alpine,0-500,20,0,unknown alpine 0-500,1920
unknown,alpine,500-1k,10,0,unknown alpine 500-1k,1921
unknown,alteco,0-500,364,6,unknown alteco 0-500,1922
unknown,alteco,500-1k,1,0,unknown alteco 500-1k,1923
unknown,altenzo,0-500,12,0,unknown altenzo 0-500,1924
unknown,altinbasak,0-500,68,0,unknown altinbasak 0-500,1925
unknown,alutec,0-500,18,0,unknown alutec 0-500,1926
unknown,alutec,1k-5k,7,0,unknown alutec 1k-5k,1927
unknown,alutec,500-1k,15,0,unknown alutec 500-1k,1928
unknown,alvitek,0-500,17,0,unknown alvitek 0-500,1929
unknown,am.pm,0-500,20,0,unknown am.pm 0-500,1930
unknown,am.pm,500-1k,12,0,unknown am.pm 500-1k,1931
unknown,amalbooks,0-500,3,0,unknown amalbooks 0-500,1932
unknown,ambition,0-500,42,0,unknown ambition 0-500,1933
unknown,amefa,0-500,3,0,unknown amefa 0-500,1934
unknown,amouage,0-500,27,0,unknown amouage 0-500,1935
unknown,amouage,500-1k,7,0,unknown amouage 500-1k,1936
unknown,amtel,0-500,8,0,unknown amtel 0-500,1937
unknown,anesi,0-500,2,0,unknown anesi 0-500,1938
unknown,anon,0-500,1,0,unknown anon 0-500,1939
unknown,anskin,0-500,6,0,unknown anskin 0-500,1940
unknown,ansmann,0-500,29,0,unknown ansmann 0-500,1941
unknown,ant,0-500,1,0,unknown ant 0-500,1942
unknown,antec,0-500,2,0,unknown antec 0-500,1943
unknown,aoteli,0-500,50,1,unknown aoteli 0-500,1944
unknown,apacer,0-500,151,9,unknown apacer 0-500,1945
unknown,apache,0-500,12,0,unknown apache 0-500,1946
unknown,apache,1k-5k,6,0,unknown apache 1k-5k,1947
unknown,apache,500-1k,16,0,unknown apache 500-1k,1948
unknown,apc,0-500,5,0,unknown apc 0-500,1949
unknown,apc,1k-5k,3,0,unknown apc 1k-5k,1950
unknown,apc,500-1k,1,0,unknown apc 500-1k,1951
unknown,aplus,0-500,93,2,unknown aplus 0-500,1952
unknown,apollo,0-500,76,2,unknown apollo 0-500,1953
unknown,apple,0-500,527,4,unknown apple 0-500,1954
unknown,appollo,0-500,43,1,unknown appollo 0-500,1955
unknown,aquamarine,0-500,7,0,unknown aquamarine 0-500,1956
unknown,aquapick,0-500,73,0,unknown aquapick 0-500,1957
unknown,aquatic,0-500,1,0,unknown aquatic 0-500,1958
unknown,aquavis,0-500,3,0,unknown aquavis 0-500,1959
unknown,ardell,0-500,16,0,unknown ardell 0-500,1960
unknown,ardesia,1k-5k,2,0,unknown ardesia 1k-5k,1961
unknown,arena,0-500,16,0,unknown arena 0-500,1962
unknown,ariete,0-500,4,0,unknown ariete 0-500,1963
unknown,ariston,1k-5k,54,0,unknown ariston 1k-5k,1964
unknown,ariston,500-1k,33,0,unknown ariston 500-1k,1965
unknown,arkadia,0-500,2,0,unknown arkadia 0-500,1966
unknown,armos,0-500,4,0,unknown armos 0-500,1967
unknown,arms,0-500,1,0,unknown arms 0-500,1968
unknown,arnica,0-500,34,0,unknown arnica 0-500,1969
unknown,arpenaz,0-500,15,0,unknown arpenaz 0-500,1970
unknown,arrivo,0-500,10,0,unknown arrivo 0-500,1971
unknown,arsi,0-500,1,0,unknown arsi 0-500,1972
unknown,art-visage,0-500,12,0,unknown art-visage 0-500,1973
unknown,artel,0-500,2215,30,unknown artel 0-500,1974
unknown,artmusical,0-500,282,2,unknown artmusical 0-500,1975
unknown,arua,0-500,300,2,unknown arua 0-500,1976
unknown,asel,0-500,10,0,unknown asel 0-500,1977
unknown,askona,0-500,313,8,unknown askona 0-500,1978
unknown,askona,1k-5k,2,0,unknown askona 1k-5k,1979
unknown,asus,0-500,52,0,unknown asus 0-500,1980
unknown,asus,500-1k,4,0,unknown asus 500-1k,1981
unknown,asustor,500-1k,2,0,unknown asustor 500-1k,1982
unknown,atelier,0-500,2,0,unknown atelier 0-500,1983
unknown,atlant,0-500,2,0,unknown atlant 0-500,1984
unknown,ats,0-500,7,0,unknown ats 0-500,1985
unknown,ats,1k-5k,7,0,unknown ats 1k-5k,1986
unknown,ats,500-1k,12,0,unknown ats 500-1k,1987
unknown,attribute,0-500,15,0,unknown attribute 0-500,1988
unknown,audison,0-500,1,0,unknown audison 0-500,1989
unknown,audison,1k-5k,17,0,unknown audison 1k-5k,1990
unknown,audison,500-1k,6,0,unknown audison 500-1k,1991
unknown,aurora,0-500,4,0,unknown aurora 0-500,1992
unknown,ausini,0-500,8,0,unknown ausini 0-500,1993
unknown,autojet,0-500,3,0,unknown autojet 0-500,1994
unknown,autopower,0-500,8,0,unknown autopower 0-500,1995
unknown,autoprofi,0-500,315,1,unknown autoprofi 0-500,1996
unknown,ava,0-500,9,0,unknown ava 0-500,1997
unknown,avatar,0-500,82,4,unknown avatar 0-500,1998
unknown,avatyre,0-500,2,0,unknown avatyre 0-500,1999
unknown,avene,0-500,12,0,unknown avene 0-500,2000
unknown,avengers,0-500,1,0,unknown avengers 0-500,2001
unknown,avizor,0-500,30,0,unknown avizor 0-500,2002
unknown,axper,0-500,56,0,unknown axper 0-500,2003
unknown,azzaro,0-500,6,0,unknown azzaro 0-500,2004
unknown,baboo,0-500,11,0,unknown baboo 0-500,2005
unknown,babor,0-500,16,0,unknown babor 0-500,2006
unknown,babyliss,0-500,202,2,unknown babyliss 0-500,2007
unknown,babylisspro,0-500,35,1,unknown babylisspro 0-500,2008
unknown,babylock,1k-5k,11,0,unknown babylock 1k-5k,2009
unknown,babyono,0-500,20,1,unknown babyono 0-500,2010
unknown,baden,0-500,86,0,unknown baden 0-500,2011
unknown,baige,1k-5k,8,0,unknown baige 1k-5k,2012
unknown,baldessarini,0-500,16,1,unknown baldessarini 0-500,2013
unknown,ballarini,0-500,27,1,unknown ballarini 0-500,2014
unknown,ballu,0-500,102,2,unknown ballu 0-500,2015
unknown,balta,0-500,362,1,unknown balta 0-500,2016
unknown,bambola,0-500,2,0,unknown bambola 0-500,2017
unknown,barbie,0-500,19,0,unknown barbie 0-500,2018
unknown,barbie,500-1k,1,0,unknown barbie 500-1k,2019
unknown,bardahl,0-500,118,1,unknown bardahl 0-500,2020
unknown,barokko,0-500,80,1,unknown barokko 0-500,2021
unknown,bars,0-500,644,19,unknown bars 0-500,2022
unknown,basharan,0-500,7,0,unknown basharan 0-500,2023
unknown,basharan,500-1k,4,0,unknown basharan 500-1k,2024
unknown,batiste,0-500,3,0,unknown batiste 0-500,2025
unknown,bauer,0-500,57,0,unknown bauer 0-500,2026
unknown,bburago,0-500,28,0,unknown bburago 0-500,2027
unknown,becker,500-1k,3,0,unknown becker 500-1k,2028
unknown,beijing,0-500,7,0,unknown beijing 0-500,2029
unknown,beisier,0-500,10,0,unknown beisier 0-500,2030
unknown,beko,0-500,229,1,unknown beko 0-500,2031
unknown,beko,500-1k,38,0,unknown beko 500-1k,2032
unknown,bela,0-500,14,0,unknown bela 0-500,2033
unknown,belcat,0-500,2,0,unknown belcat 0-500,2034
unknown,belis,0-500,2,0,unknown belis 0-500,2035
unknown,belkin,0-500,3,0,unknown belkin 0-500,2036
unknown,bene,0-500,151,2,unknown bene 0-500,2037
unknown,bergauf,0-500,7,0,unknown bergauf 0-500,2038
unknown,berger,0-500,4,0,unknown berger 0-500,2039
unknown,berghoff,0-500,261,0,unknown berghoff 0-500,2040
unknown,bergner,0-500,220,2,unknown bergner 0-500,2041
unknown,berkley,0-500,1,0,unknown berkley 0-500,2042
unknown,berlingerhaus,0-500,6,0,unknown berlingerhaus 0-500,2043
unknown,bernina,0-500,13,0,unknown bernina 0-500,2044
unknown,bernina,1k-5k,3,0,unknown bernina 1k-5k,2045
unknown,bernina,500-1k,14,0,unknown bernina 500-1k,2046
unknown,bertoni,0-500,57,0,unknown bertoni 0-500,2047
unknown,bestway,0-500,329,3,unknown bestway 0-500,2048
unknown,bestway,1k-5k,7,0,unknown bestway 1k-5k,2049
unknown,bestway,500-1k,13,0,unknown bestway 500-1k,2050
unknown,besty,0-500,16,0,unknown besty 0-500,2051
unknown,bethesda,0-500,32,0,unknown bethesda 0-500,2052
unknown,beurer,0-500,17,0,unknown beurer 0-500,2053
unknown,beyonce,0-500,12,1,unknown beyonce 0-500,2054
unknown,beyond,0-500,50,1,unknown beyond 0-500,2055
unknown,bfgoodrich,0-500,283,2,unknown bfgoodrich 0-500,2056
unknown,bfgoodrich,500-1k,1,0,unknown bfgoodrich 500-1k,2057
unknown,bibalina,0-500,4,0,unknown bibalina 0-500,2058
unknown,bigben,0-500,2,0,unknown bigben 0-500,2059
unknown,billi,0-500,1,0,unknown billi 0-500,2060
unknown,binatone,0-500,1,0,unknown binatone 0-500,2061
unknown,bio-oil,0-500,1,0,unknown bio-oil 0-500,2062
unknown,bioderma,0-500,110,1,unknown bioderma 0-500,2063
unknown,biotech,0-500,45,0,unknown biotech 0-500,2064
unknown,bisou,0-500,16,0,unknown bisou 0-500,2065
unknown,bkf,0-500,5,0,unknown bkf 0-500,2066
unknown,blackberry,0-500,5,0,unknown blackberry 0-500,2067
unknown,blanco,0-500,9,0,unknown blanco 0-500,2068
unknown,blenderbottle,0-500,5,0,unknown blenderbottle 0-500,2069
unknown,blumarine,0-500,1,0,unknown blumarine 0-500,2070
unknown,body-solid,500-1k,5,0,unknown body-solid 500-1k,2071
unknown,bohemia,0-500,112,0,unknown bohemia 0-500,2072
unknown,bohemia,500-1k,53,0,unknown bohemia 500-1k,2073
unknown,bombbar,0-500,4,0,unknown bombbar 0-500,2074
unknown,bombcat,0-500,1,0,unknown bombcat 0-500,2075
unknown,boneco,0-500,32,0,unknown boneco 0-500,2076
unknown,borasco,0-500,6,0,unknown borasco 0-500,2077
unknown,bork,0-500,24,0,unknown bork 0-500,2078
unknown,bork,500-1k,13,0,unknown bork 500-1k,2079
unknown,bosch,0-500,2996,25,unknown bosch 0-500,2080
unknown,bosch,1k-5k,94,0,unknown bosch 1k-5k,2081
unknown,bosch,500-1k,668,10,unknown bosch 500-1k,2082
unknown,bose,0-500,9,0,unknown bose 0-500,2083
unknown,bose,500-1k,8,0,unknown bose 500-1k,2084
unknown,bosher,0-500,66,1,unknown bosher 0-500,2085
unknown,boss,0-500,7,0,unknown boss 0-500,2086
unknown,bot,0-500,48,0,unknown bot 0-500,2087
unknown,botas,0-500,1,0,unknown botas 0-500,2088
unknown,boto,0-500,10,0,unknown boto 0-500,2089
unknown,boucheron,0-500,1,0,unknown boucheron 0-500,2090
unknown,bourjois,0-500,91,1,unknown bourjois 0-500,2091
unknown,bovidix,0-500,30,0,unknown bovidix 0-500,2092
unknown,boyscout,0-500,186,4,unknown boyscout 0-500,2093
unknown,bra,0-500,4,0,unknown bra 0-500,2094
unknown,brahner,0-500,6,0,unknown brahner 0-500,2095
unknown,brateck,0-500,32,0,unknown brateck 0-500,2096
unknown,braun,0-500,390,5,unknown braun 0-500,2097
unknown,braun,500-1k,8,0,unknown braun 500-1k,2098
unknown,bravat,0-500,2,0,unknown bravat 0-500,2099
unknown,bravo,0-500,82,0,unknown bravo 0-500,2100
unknown,bridgestone,0-500,595,12,unknown bridgestone 0-500,2101
unknown,bridgestone,500-1k,1,0,unknown bridgestone 500-1k,2102
unknown,brita,0-500,6,0,unknown brita 0-500,2103
unknown,briverre,0-500,1,0,unknown briverre 0-500,2104
unknown,bro,0-500,10,0,unknown bro 0-500,2105
unknown,broomer,0-500,109,0,unknown broomer 0-500,2106
unknown,brother,0-500,28,0,unknown brother 0-500,2107
unknown,bruder,0-500,59,0,unknown bruder 0-500,2108
unknown,brumer,0-500,7,0,unknown brumer 0-500,2109
unknown,brw,0-500,1040,7,unknown brw 0-500,2110
unknown,brw,500-1k,156,0,unknown brw 500-1k,2111
